Jahr,Monat,Sentiment Score
2014,1,0.0020224638346879897
2014,2,0.00217715471477363
2014,3,0.0032401499488483574
2014,4,0.0027281058779916115
2014,5,0.00518713417748646
2014,6,-0.0002823037530235649
2014,7,0.003789499815241718
2014,9,0.0023094513923223796
2014,10,0.004538442148053049
2014,11,0.002745014312729701
2014,12,0.0027213612786697113
2015,1,0.002873798560444153
2015,2,0.002368039395006548
2015,3,0.003221926881581997
2015,4,0.00807385692937109
2015,5,0.006123061480600693
2015,6,0.00586835725340065
2015,7,0.00492638336662682
2015,8,0.0034567886719393953
2015,9,0.00318303258238474
2015,10,0.006426004955452978
2015,11,0.003959361218601545
2015,12,0.0010407366703824694
2016,1,0.004466319566108172
2016,2,0.0032618970637756746
2016,3,0.001749052758354462
2016,4,0.003685264277545777
2016,5,0.00269348834400496
2016,6,0.0036642256927349377
2016,7,0.001946928682684988
2016,9,0.006248689323017762
2016,10,0.008468894543289744
2016,11,0.003086758810065842
2016,12,0.006093785530516431
2017,1,0.004573601952683152
2017,2,0.004016444630121968
2017,3,0.004706505600182251
2017,4,0.0022316040450988646
2017,5,0.0018204914155233014
2017,6,0.0023746788707717987
2017,9,0.007224467744594084
2017,11,0.0031878582604366783
2017,12,0.006203055377420871
2018,1,0.0048494694413458396
2018,2,0.004757389235369905
2018,3,0.006963752949704426
2018,4,0.004016818579306031
2018,5,0.004875579333472889
2018,6,0.010144824208212395
2018,7,0.0052513870853418375
2018,9,0.005179448690320456
2018,10,0.007999765667384131
2018,11,0.005771307916600239
2018,12,0.008902530380375643
2019,1,0.0033728042067525175
2019,2,0.007662864724184635
2019,3,0.004456087461028212
2019,4,0.0034076624614199336
2019,5,0.002858980350197142
2019,6,0.003657018663377365
2019,9,0.006526329813846453
2019,10,0.004306449213795776
2019,11,0.006560765252029157
2019,12,0.00708879771458278
2020,1,0.01195441417727186
2020,2,0.005906289279517056
2020,3,0.008143840804628358
2020,4,0.009807804653810804
2020,5,0.009694028446648193
2020,6,0.013826900275952413
2020,7,0.01121830262772739
2020,8,0.009045729596139104
2020,9,0.006250710795278787
2020,10,0.008365036232480846
2020,11,0.008715550670272434
2020,12,0.0046032081859913275
2021,1,0.009117610771984102
2021,2,0.00677012482235308
2021,3,0.007757276205700366
2021,4,0.00944749837014531
2021,5,0.005457487630788601
2021,6,0.00537170353919086
2021,8,0.002857142857142857
2021,9,0.0031303205889395935
